Player,Team,Match,Over,Span⬇,Mat,Inns,Runs,BF,RR,Wkts,Ave,BpD,Dot%,Bnd%
IP Kishan,MI,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",3,2023-2023,1,1,5,4,7.5,0,-,-,50,25
RG Sharma,MI,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",3,2023-2023,1,1,2,2,6,0,-,-,0,0
RG Sharma,MI,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",2,2023-2023,1,1,1,1,6,0,-,-,0,0
IP Kishan,MI,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",2,2023-2023,1,1,11,5,13.2,0,-,-,40,40
RG Sharma,MI,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",1,2023-2023,1,1,1,1,6,0,-,-,0,0
IP Kishan,MI,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",1,2023-2023,1,1,6,5,7.2,0,-,-,40,20
MP Stoinis,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",20,2023-2023,1,1,7,2,21,0,-,-,0,50
N Pooran,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",20,2023-2023,1,1,5,4,7.5,0,-,-,50,25
MP Stoinis,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",19,2023-2023,1,1,13,4,19.5,0,-,-,25,50
N Pooran,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",19,2023-2023,1,1,1,2,3,0,-,-,50,0
MP Stoinis,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",18,2023-2023,1,1,24,6,24,0,-,-,16.6,83.33
MP Stoinis,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",17,2023-2023,1,1,4,4,6,0,-,-,25,0
N Pooran,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",17,2023-2023,1,1,2,2,6,0,-,-,0,0
MP Stoinis,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",16,2023-2023,1,1,7,4,10.5,0,-,-,50,25
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",16,2023-2023,1,1,1,2,3,0,-,-,50,0
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",15,2023-2023,1,1,4,3,8,0,-,-,0,0
MP Stoinis,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",15,2023-2023,1,1,2,3,4,0,-,-,33.3,0
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",14,2023-2023,1,1,1,2,3,0,-,-,50,0
MP Stoinis,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",14,2023-2023,1,1,4,4,6,0,-,-,25,0
MP Stoinis,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",13,2023-2023,1,1,2,2,6,0,-,-,0,0
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",13,2023-2023,1,1,6,4,9,0,-,-,0,0
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",12,2023-2023,1,1,1,1,6,0,-,-,0,0
MP Stoinis,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",12,2023-2023,1,1,7,5,8.4,0,-,-,40,20
MP Stoinis,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",11,2023-2023,1,1,1,3,2,0,-,-,66.6,0
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",11,2023-2023,1,1,9,3,18,0,-,-,0,33.33
MP Stoinis,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",10,2023-2023,1,1,1,1,6,0,-,-,0,0
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",10,2023-2023,1,1,4,5,4.8,0,-,-,40,0
MP Stoinis,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",9,2023-2023,1,1,7,2,21,0,-,-,0,50
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",9,2023-2023,1,1,6,4,9,0,-,-,0,0
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",8,2023-2023,1,1,3,3,6,0,-,-,33.3,0
MP Stoinis,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",8,2023-2023,1,1,8,3,16,0,-,-,0,33.33
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",7,2023-2023,1,1,1,1,6,0,-,-,0,0
MP Stoinis,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",7,2023-2023,1,1,2,4,3,0,-,-,50,0
Q de Kock,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",7,2023-2023,1,1,0,1,0,1,0,1,100,0
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",6,2023-2023,1,1,2,5,2.4,0,-,-,80,0
Q de Kock,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",6,2023-2023,1,1,1,1,6,0,-,-,0,0
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",5,2023-2023,1,1,1,1,6,0,-,-,0,0
Q de Kock,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",5,2023-2023,1,1,8,5,9.6,0,-,-,40,20
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",4,2023-2023,1,1,6,6,6,0,-,-,66.6,16.66
Q de Kock,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",3,2023-2023,1,1,0,2,0,0,-,-,100,0
KH Pandya,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",3,2023-2023,1,1,4,2,12,0,-,-,0,0
PN Mankad,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",3,2023-2023,1,1,0,1,0,1,0,1,100,0
D Hooda,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",3,2023-2023,1,1,0,1,0,1,0,1,100,0
Q de Kock,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",2,2023-2023,1,1,6,3,12,0,-,-,66.6,33.33
D Hooda,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",2,2023-2023,1,1,3,3,6,0,-,-,33.3,0
Q de Kock,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",1,2023-2023,1,1,1,3,2,0,-,-,66.6,0
D Hooda,LSG,"Lucknow Super Giants v Mumbai Indians at Lucknow, Tata Indian Premier League, 16 May 2023",1,2023-2023,1,1,2,3,4,0,-,-,33.3,0
Fazalhaq Farooqi,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",20,2023-2023,1,1,1,3,2,0,-,-,66.6,0
M Markande,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",20,2023-2023,1,1,6,3,12,0,-,-,0,33.33
Fazalhaq Farooqi,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",19,2023-2023,1,1,0,2,0,0,-,-,100,0
Bhuvneshwar Kumar,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",19,2023-2023,1,1,0,1,0,1,0,1,100,0
M Markande,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",19,2023-2023,1,1,11,3,22,0,-,-,0,66.66
M Markande,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",18,2023-2023,1,1,1,2,3,0,-,-,50,0
Bhuvneshwar Kumar,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",18,2023-2023,1,1,7,4,10.5,0,-,-,25,25
M Markande,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",17,2023-2023,1,1,0,1,0,0,-,-,100,0
Bhuvneshwar Kumar,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",17,2023-2023,1,1,2,2,6,0,-,-,0,0
H Klaasen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",17,2023-2023,1,1,2,3,4,1,2,3,33.3,0
Bhuvneshwar Kumar,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",16,2023-2023,1,1,1,3,2,0,-,-,66.6,0
H Klaasen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",16,2023-2023,1,1,6,3,12,0,-,-,0,33.33
Bhuvneshwar Kumar,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",15,2023-2023,1,1,1,3,2,0,-,-,66.6,0
H Klaasen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",15,2023-2023,1,1,6,3,12,0,-,-,0,33.33
Bhuvneshwar Kumar,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",14,2023-2023,1,1,5,3,10,0,-,-,33.3,33.33
H Klaasen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",14,2023-2023,1,1,2,3,4,0,-,-,33.3,0
Bhuvneshwar Kumar,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",13,2023-2023,1,1,5,3,10,0,-,-,33.3,33.33
H Klaasen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",13,2023-2023,1,1,8,3,16,0,-,-,0,33.33
H Klaasen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",12,2023-2023,1,1,1,4,1.5,0,-,-,75,0
Bhuvneshwar Kumar,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",12,2023-2023,1,1,1,2,3,0,-,-,50,0
Bhuvneshwar Kumar,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",11,2023-2023,1,1,3,3,6,0,-,-,33.3,0
H Klaasen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",11,2023-2023,1,1,11,3,22,0,-,-,0,66.66
Bhuvneshwar Kumar,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",10,2023-2023,1,1,2,2,6,0,-,-,0,0
H Klaasen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",10,2023-2023,1,1,5,4,7.5,0,-,-,0,0
M Jansen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",9,2023-2023,1,1,0,2,0,1,0,2,100,0
H Klaasen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",9,2023-2023,1,1,5,4,7.5,0,-,-,25,0
H Klaasen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",8,2023-2023,1,1,2,3,4,0,-,-,33.3,0
M Jansen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",8,2023-2023,1,1,2,3,4,0,-,-,33.3,0
H Klaasen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",7,2023-2023,1,1,0,1,0,0,-,-,100,0
M Jansen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",7,2023-2023,1,1,1,1,6,0,-,-,0,0
A Samad,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",7,2023-2023,1,1,4,3,8,1,4,3,66.6,33.33
Sanvir Singh,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",7,2023-2023,1,1,0,1,0,1,0,1,100,0
Sanvir Singh,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",6,2023-2023,1,1,1,1,6,0,-,-,0,0
H Klaasen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",6,2023-2023,1,1,9,5,10.8,0,-,-,40,20
Sanvir Singh,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",5,2023-2023,1,1,6,4,9,0,-,-,75,25
AK Markram,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",5,2023-2023,1,1,0,2,0,1,0,2,100,0
AK Markram,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",4,2023-2023,1,1,7,4,10.5,0,-,-,25,25
H Klaasen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",4,2023-2023,1,1,5,2,15,0,-,-,0,50
AK Markram,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",3,2023-2023,1,1,3,2,9,0,-,-,50,0
H Klaasen,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",3,2023-2023,1,1,2,3,4,0,-,-,33.3,0
RA Tripathi,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",3,2023-2023,1,1,0,1,0,1,0,1,100,0
AK Markram,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",2,2023-2023,1,1,0,1,0,0,-,-,100,0
RA Tripathi,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",2,2023-2023,1,1,1,1,6,0,-,-,0,0
A Sharma,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",2,2023-2023,1,1,4,4,6,1,4,4,75,25
AK Markram,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",1,2023-2023,1,1,0,1,0,0,-,-,100,0
A Sharma,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",1,2023-2023,1,1,1,1,6,0,-,-,0,0
Anmolpreet Singh,SRH,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",1,2023-2023,1,1,5,4,7.5,1,5,4,50,25
M Sharma,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",20,2023-2023,1,1,0,1,0,0,-,-,100,0
Mohammed Shami,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",20,2023-2023,1,1,0,1,0,1,0,1,100,0
MD Shanaka,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",20,2023-2023,1,1,1,1,6,0,-,-,0,0
Noor Ahmad,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",20,2023-2023,1,1,0,1,0,1,0,1,100,0
Rashid Khan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",20,2023-2023,1,1,0,1,0,1,0,1,100,0
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",20,2023-2023,1,1,0,1,0,1,0,1,100,0
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",19,2023-2023,1,1,2,2,6,0,-,-,0,0
MD Shanaka,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",19,2023-2023,1,1,6,4,9,0,-,-,25,25
MD Shanaka,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",18,2023-2023,1,1,2,2,6,0,-,-,0,0
R Tewatia,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",18,2023-2023,1,1,2,2,6,1,2,2,50,0
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",18,2023-2023,1,1,2,2,6,0,-,-,0,0
R Tewatia,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",17,2023-2023,1,1,1,1,6,0,-,-,0,0
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",17,2023-2023,1,1,2,2,6,0,-,-,0,0
DA Miller,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",17,2023-2023,1,1,5,3,10,1,5,3,33.3,33.33
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",16,2023-2023,1,1,5,2,15,0,-,-,0,50
DA Miller,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",16,2023-2023,1,1,2,2,6,0,-,-,0,0
HH Pandya,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",16,2023-2023,1,1,2,2,6,1,2,2,50,0
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",15,2023-2023,1,1,1,1,6,0,-,-,0,0
HH Pandya,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",15,2023-2023,1,1,6,4,9,0,-,-,25,25
B Sai Sudharsan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",15,2023-2023,1,1,0,1,0,1,0,1,100,0
B Sai Sudharsan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",14,2023-2023,1,1,2,2,6,0,-,-,0,0
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",14,2023-2023,1,1,6,4,9,0,-,-,25,25
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",13,2023-2023,1,1,6,4,9,0,-,-,0,0
B Sai Sudharsan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",13,2023-2023,1,1,2,2,6,0,-,-,0,0
B Sai Sudharsan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",12,2023-2023,1,1,1,1,6,0,-,-,0,0
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",12,2023-2023,1,1,11,5,13.2,0,-,-,40,40
B Sai Sudharsan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",11,2023-2023,1,1,11,4,16.5,0,-,-,25,50
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",11,2023-2023,1,1,2,3,4,0,-,-,33.3,0
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",10,2023-2023,1,1,2,2,6,0,-,-,0,0
B Sai Sudharsan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",10,2023-2023,1,1,6,4,9,0,-,-,25,25
B Sai Sudharsan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",9,2023-2023,1,1,2,2,6,0,-,-,0,0
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",9,2023-2023,1,1,4,4,6,0,-,-,25,0
B Sai Sudharsan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",8,2023-2023,1,1,1,1,6,0,-,-,0,0
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",8,2023-2023,1,1,10,5,12,0,-,-,20,40
B Sai Sudharsan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",7,2023-2023,1,1,1,1,6,0,-,-,0,0
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",7,2023-2023,1,1,12,5,14.4,0,-,-,0,40
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",6,2023-2023,1,1,5,3,10,0,-,-,33.3,33.33
B Sai Sudharsan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",6,2023-2023,1,1,5,3,10,0,-,-,33.3,33.33
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",5,2023-2023,1,1,3,4,4.5,0,-,-,50,0
B Sai Sudharsan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",5,2023-2023,1,1,2,2,6,0,-,-,0,0
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",4,2023-2023,1,1,18,6,18,0,-,-,16.6,66.66
B Sai Sudharsan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",3,2023-2023,1,1,8,4,12,0,-,-,50,50
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",3,2023-2023,1,1,7,2,21,0,-,-,0,50
B Sai Sudharsan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",2,2023-2023,1,1,4,7,3.42,0,-,-,85.7,14.28
S Gill,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",1,2023-2023,1,1,3,1,18,0,-,-,0,0
B Sai Sudharsan,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",1,2023-2023,1,1,2,2,6,0,-,-,0,0
WP Saha,GT,"Gujarat Titans v Sunrisers Hyderabad at Ahmedabad, Tata Indian Premier League, 15 May 2023",1,2023-2023,1,1,0,3,0,1,0,3,100,0
N Rana,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",19,2023-2023,1,1,4,2,12,0,-,-,50,50
AD Russell,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",19,2023-2023,1,1,1,1,6,0,-,-,0,0
N Rana,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",18,2023-2023,1,1,3,4,4.5,0,-,-,50,0
AD Russell,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",18,2023-2023,1,1,1,1,6,0,-,-,0,0
RK Singh,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",18,2023-2023,1,1,0,1,0,1,0,1,100,0
RK Singh,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",17,2023-2023,1,1,3,3,6,0,-,-,0,0
N Rana,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",17,2023-2023,1,1,3,3,6,0,-,-,0,0
N Rana,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",16,2023-2023,1,1,3,4,4.5,0,-,-,50,0
RK Singh,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",16,2023-2023,1,1,5,3,10,0,-,-,33.3,33.33
RK Singh,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",15,2023-2023,1,1,1,2,3,0,-,-,50,0
N Rana,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",15,2023-2023,1,1,11,4,16.5,0,-,-,0,50
RK Singh,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",14,2023-2023,1,1,7,3,14,0,-,-,33.3,33.33
N Rana,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",14,2023-2023,1,1,2,3,4,0,-,-,33.3,0
N Rana,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",13,2023-2023,1,1,10,4,15,0,-,-,0,50
RK Singh,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",13,2023-2023,1,1,1,2,3,0,-,-,50,0
N Rana,KKR,"Chennai Super Kings v Kolkata Knight Riders at Chennai, Tata Indian Premier League, 14 May 2023",12,2023-2023,1,1,1,1,6,0,-,-,0,0
